Date,Advertiser,Advertiser ID,Advertiser Status,Advertiser Integration Code,City,City ID,Country,Browser,Operating System,Device Type,Advertiser Currency,Impressions,Billable Impressions,Clicks,Total Conversions,Media Cost (Advertiser Currency),Click Rate (CTR)
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Coimbatore,1007810,IN,Safari,iOS 8,Tablet,INR,1,1.00,0,0.00,0.020024,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Coimbatore,1007810,IN,Internet Explorer 8,Windows XP,Desktop,INR,1,1.00,0,0.00,0.005491,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Coimbatore,1007810,IN,Internet Explorer 8,Windows 7,Desktop,INR,1,1.00,0,0.00,0.006027,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Coimbatore,1007810,IN,Firefox Mobile,Android,Smart Phone,INR,4,4.00,0,0.00,0.147332,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Erode,1007811,IN,Firefox,Windows 7,Desktop,INR,1,1.00,0,0.00,0.008237,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Erode,1007811,IN,Chrome,Windows XP,Desktop,INR,1,1.00,0,0.00,0.008237,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Erode,1007811,IN,Chrome,Windows 7,Desktop,INR,3,3.00,0,0.00,0.022300,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Erode,1007811,IN,Safari,iOS,Smart Phone,INR,6,6.00,0,0.00,0.220593,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Madurai,1007812,IN,Chrome,Android,Smart Phone,INR,2,2.00,0,0.00,0.050236,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Madurai,1007812,IN,Safari,iOS,Smart Phone,INR,10,10.00,2,0.00,0.356534,20.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Madurai,1007812,IN,Firefox Mobile,Android,Smart Phone,INR,1,1.00,0,0.00,0.036833,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Sivakasi,1007814,IN,Chrome,Windows XP,Desktop,INR,1,1.00,0,0.00,0.008237,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Sivakasi,1007814,IN,Chrome,Android 4.4,Smart Phone,INR,5,5.00,0,0.00,0.090860,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Sivakasi,1007814,IN,Safari,iOS,Smart Phone,INR,9,9.00,0,0.00,0.356007,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Thanjavur,1007815,IN,Chrome,Android,Smart Phone,INR,1,1.00,0,0.00,0.025118,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Vellore,1007816,IN,Firefox,Windows 7,Desktop,INR,2,2.00,0,0.00,0.014466,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Vellore,1007816,IN,Chrome,Windows 8,Desktop,INR,3,3.00,0,0.00,0.019353,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Vellore,1007816,IN,Chrome,Android 4.4,Smart Phone,INR,1,1.00,0,0.00,0.044199,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Vellore,1007816,IN,Safari,iOS,Smart Phone,INR,9,9.00,0,0.00,0.312209,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Vellore,1007816,IN,Safari,iOS 7.1,Smart Phone,INR,7,7.00,0,0.00,0.257461,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Agartala,1007817,IN,Firefox,Windows 7,Desktop,INR,2,2.00,0,0.00,0.010716,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Agartala,1007817,IN,Safari,iOS,Smart Phone,INR,35,35.00,0,0.00,1.289155,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Android Webkit,Android 4.2,Smart Phone,INR,7,7.00,0,0.00,0.257831,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Firefox,Other,Desktop,INR,1,1.00,0,0.00,0.005424,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Firefox,Windows XP,Desktop,INR,1,1.00,0,0.00,0.003482,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Chrome,Windows 7,Desktop,INR,4,4.00,0,0.00,0.025418,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Chrome,Android,Smart Phone,INR,19,19.00,0,0.00,0.697078,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Safari,iOS,Smart Phone,INR,100,100.00,0,0.00,3.687770,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Safari,iOS 7.1,Smart Phone,INR,12,12.00,0,0.00,0.441996,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Safari,iOS 8,Smart Phone,INR,7,7.00,0,0.00,0.257831,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Internet Explorer 11,Windows 7,Desktop,INR,2,2.00,0,0.00,0.011022,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Internet Explorer 8,Windows 7,Desktop,INR,1,1.00,0,0.00,0.005491,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Internet Explorer 7,Windows 7,Desktop,INR,1,1.00,0,0.00,0.004822,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,UCWeb,Android 4.1,Smart Phone,INR,3,3.00,0,0.00,0.110499,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Allahabad,1007818,IN,Firefox Mobile,Android 4.4,Smart Phone,INR,1,1.00,0,0.00,0.036833,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Android Webkit,Android,Smart Phone,INR,2,2.00,0,0.00,0.088398,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Android Webkit,Android 4.1,Smart Phone,INR,2,2.00,0,0.00,0.088398,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Android Webkit,Android 4.2,Smart Phone,INR,1,1.00,0,0.00,0.036833,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Android Webkit,Android 4.3,Smart Phone,INR,3,3.00,0,0.00,0.132243,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Firefox,Windows 7,Desktop,INR,1,1.00,0,0.00,0.004811,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Chrome,Windows XP,Desktop,INR,1,1.00,0,0.00,0.004152,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Chrome,Windows 7,Desktop,INR,5,5.00,0,0.00,0.026988,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Chrome,Macintosh,Desktop,INR,1,1.00,0,0.00,0.007567,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Chrome,Android,Smart Phone,INR,1,1.00,0,0.00,0.036833,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Safari,iOS,Smart Phone,INR,188,188.00,0,0.00,6.956624,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Safari,iOS 7.1,Smart Phone,INR,8,8.00,0,0.00,0.282848,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Safari,iOS 8.1,Smart Phone,INR,4,4.00,0,0.00,0.147332,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Safari,iOS 8.3,Smart Phone,INR,2,2.00,0,0.00,0.073666,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,UCWeb,iOS 8.0,Smart Phone,INR,1,1.00,0,0.00,0.036833,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Dehradun,1007819,IN,Firefox Mobile,Android,Smart Phone,INR,24,24.00,0,0.00,0.883992,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Android Webkit,Android,Smart Phone,INR,6,6.00,0,0.00,0.174326,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Android Webkit,Android 4.1,Smart Phone,INR,8,8.00,0,0.00,0.294664,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Android Webkit,Android 4.3,Smart Phone,INR,3,3.00,0,0.00,0.110262,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Firefox,Windows XP,Desktop,INR,1,1.00,0,0.00,0.005358,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Chrome,Windows 7,Desktop,INR,1,1.00,0,0.00,0.003482,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Chrome,Android,Smart Phone,INR,19,19.00,0,0.00,0.753633,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Chrome,Windows 8,Desktop,INR,1,1.00,0,0.00,0.008438,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Chrome,Android 4.4,Smart Phone,INR,41,41.00,0,0.00,1.582401,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Safari,iOS,Smart Phone,INR,599,599.00,3,0.00,22.126664,0.501%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Safari,iOS 7.1,Smart Phone,INR,20,20.00,0,0.00,0.773254,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Safari,iOS 8.1,Smart Phone,INR,22,22.00,1,0.00,0.810326,4.545%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Safari,iOS 8.2,Smart Phone,INR,8,8.00,0,0.00,0.294664,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Safari,iOS 8.3,Smart Phone,INR,16,16.00,0,0.00,0.604060,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Safari,iOS 8,Smart Phone,INR,11,11.00,0,0.00,0.435722,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Internet Explorer 11,Windows 7,Desktop,INR,8,8.00,0,0.00,0.045652,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,UCWeb,Android,Smart Phone,INR,2,2.00,0,0.00,0.088182,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,UCWeb,Android 4.1,Smart Phone,INR,18,18.00,0,0.00,0.662640,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,UCWeb,iOS 7.0,Smart Phone,INR,4,4.00,0,0.00,0.147332,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,UCWeb,Android 4.4,Smart Phone,INR,3,3.00,0,0.00,0.074306,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Firefox Mobile,Android 4.0,Smart Phone,INR,20,20.00,0,0.00,0.735756,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Firefox Mobile,Android 4.1,Smart Phone,INR,1,1.00,0,0.00,0.036833,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Ghaziabad,1007820,IN,Firefox Mobile,Android 2.2,Smart Phone,INR,2,2.00,0,0.00,0.073666,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haldwani,1007821,IN,Firefox,Windows 7,Desktop,INR,1,1.00,0,0.00,0.004152,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haldwani,1007821,IN,Chrome,Windows 7,Desktop,INR,1,1.00,0,0.00,0.006496,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haldwani,1007821,IN,Safari,iOS,Smart Phone,INR,28,28.00,0,0.00,1.030694,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haridwar,1007822,IN,Firefox,Windows 7,Desktop,INR,1,1.00,0,0.00,0.007567,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haridwar,1007822,IN,Chrome,Windows 7,Desktop,INR,2,2.00,0,0.00,0.010112,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haridwar,1007822,IN,Chrome,Windows 8,Desktop,INR,1,1.00,0,0.00,0.004144,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haridwar,1007822,IN,Safari,iOS,Smart Phone,INR,5,5.00,0,0.00,0.184165,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haridwar,1007822,IN,Internet Explorer 8,Windows XP,Desktop,INR,1,1.00,0,0.00,0.004812,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haridwar,1007822,IN,UCWeb,Android 4.1,Smart Phone,INR,4,4.00,0,0.00,0.147332,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Haridwar,1007822,IN,UCWeb,iOS 8.3,Smart Phone,INR,3,3.00,0,0.00,0.110499,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Android Webkit,Android 4.3,Smart Phone,INR,4,4.00,0,0.00,0.147332,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Firefox,Windows XP,Desktop,INR,1,1.00,0,0.00,0.005491,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Firefox,Windows 7,Desktop,INR,3,3.00,0,0.00,0.017746,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Firefox,Windows 8,Desktop,INR,1,1.00,0,0.00,0.008237,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Chrome,Windows XP,Desktop,INR,2,2.00,0,0.00,0.011988,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Chrome,Windows 7,Desktop,INR,12,12.00,0,0.00,0.081433,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Chrome,Android,Smart Phone,INR,5,5.00,0,0.00,0.213239,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Chrome,Windows 8,Desktop,INR,2,2.00,0,0.00,0.008973,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Chrome,Android 4.4,Smart Phone,INR,3,3.00,0,0.00,0.110499,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Safari,iOS,Smart Phone,INR,318,318.00,1,0.00,11.690607,0.314%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Safari,iOS 7.1,Smart Phone,INR,6,6.00,0,0.00,0.220998,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Safari,iOS 8,Smart Phone,INR,6,6.00,0,0.00,0.220786,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,UCWeb,Android 4.4,Smart Phone,INR,3,3.00,0,0.00,0.132597,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,UCWeb,iOS 8.1,Smart Phone,INR,3,3.00,0,0.00,0.110499,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Kanpur,1007823,IN,Firefox Mobile,Android,Smart Phone,INR,1,1.00,0,0.00,0.036833,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Other,Other,Desktop,INR,4,4.00,0,0.00,0.022702,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Other,Windows Phone OS,Desktop,INR,7,7.00,0,0.00,0.046610,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Android Webkit,Android,Smart Phone,INR,29,29.00,0,0.00,1.084593,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Android Webkit,Android 2.3,Smart Phone,INR,2,2.00,0,0.00,0.044773,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Android Webkit,Android 4.1,Smart Phone,INR,79,79.00,2,0.00,2.992277,2.532%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Android Webkit,Android 4.2,Smart Phone,INR,30,30.00,0,0.00,1.090192,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Android Webkit,Android 4.3,Smart Phone,INR,149,149.00,0,0.00,5.783624,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Android Webkit,Android 4.4,Smart Phone,INR,11,11.00,0,0.00,0.485953,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox,Windows XP,Desktop,INR,9,9.00,0,0.00,0.044737,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox,Windows 7,Desktop,INR,59,59.00,0,0.00,0.304170,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox,Windows 8,Desktop,INR,8,8.00,0,0.00,0.045516,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Other,Desktop,INR,10,10.00,0,0.00,0.051297,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Windows XP,Desktop,INR,6,6.00,0,0.00,0.030926,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Windows 7,Desktop,INR,111,111.00,0,0.00,0.605389,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Android,Smart Phone,INR,516,516.00,5,0.00,19.583796,0.969%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Windows 8,Desktop,INR,29,29.00,0,0.00,0.151962,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Android 4.0,Smart Phone,INR,16,16.00,0,0.00,0.677029,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Android 4.1,Smart Phone,INR,1,1.00,0,0.00,0.025180,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Android 4.2,Smart Phone,INR,42,42.00,1,0.00,1.535027,2.381%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Chrome,Android 4.4,Smart Phone,INR,208,208.00,3,0.00,7.827588,1.442%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Internet Explorer 9,Windows 7,Desktop,INR,3,3.00,0,0.00,0.012456,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS,Smart Phone,INR,3464,3464.00,20,0.00,128.049132,0.577%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS 7.0,Smart Phone,INR,14,14.00,0,0.00,0.515084,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS 7.1,Smart Phone,INR,191,191.00,0,0.00,6.995471,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS 8.0,Smart Phone,INR,21,21.00,0,0.00,0.797048,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS 8.1,Smart Phone,INR,21,21.00,1,0.00,0.773153,4.762%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS 8.2,Smart Phone,INR,11,11.00,0,0.00,0.401814,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS 8.3,Smart Phone,INR,17,17.00,0,0.00,0.625624,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari,iOS 8,Smart Phone,INR,131,131.00,1,0.00,4.861233,0.763%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Internet Explorer 10,Windows 8,Desktop,INR,3,3.00,0,0.00,0.018014,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Safari 6,iOS 6.1,Smart Phone,INR,4,4.00,0,0.00,0.135320,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Internet Explorer 11,Windows 7,Desktop,INR,1,1.00,0,0.00,0.006898,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Internet Explorer 8,Windows 7,Desktop,INR,18,18.00,0,0.00,0.094416,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Mobile Other,Android,Smart Phone,INR,14,14.00,1,0.00,0.515176,7.143%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Mobile Other,Android 4.4,Smart Phone,INR,16,16.00,0,0.00,0.577234,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,Android,Smart Phone,INR,24,24.00,0,0.00,0.881782,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,Android 4.1,Smart Phone,INR,61,61.00,2,0.00,2.268085,3.279%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,Android 4.2,Smart Phone,INR,16,16.00,0,0.00,0.707184,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,iOS 7.0,Smart Phone,INR,13,13.00,0,0.00,0.478475,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,Android 4.4,Smart Phone,INR,111,111.00,1,0.00,4.295096,0.901%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,iOS 8.0,Smart Phone,INR,5,5.00,0,0.00,0.184165,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,iOS 8.1,Smart Phone,INR,48,48.00,0,0.00,1.757219,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,iOS 8.2,Smart Phone,INR,23,23.00,0,0.00,0.846335,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,UCWeb,iOS 8.3,Smart Phone,INR,42,42.00,1,0.00,1.545938,2.381%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox Mobile,Android,Smart Phone,INR,43,43.00,1,0.00,1.584244,2.326%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox Mobile,Android 2.2,Smart Phone,INR,15,15.00,0,0.00,0.552495,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox Mobile,Android 4.2,Smart Phone,INR,7,7.00,0,0.00,0.257586,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox Mobile,Android 4.3,Smart Phone,INR,3,3.00,0,0.00,0.110499,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Firefox Mobile,Android 4.4,Smart Phone,INR,27,27.00,0,0.00,0.994151,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,IEMobile,Windows Phone OS 8.1,Smart Phone,INR,6,6.00,0,0.00,0.045919,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Opera,Other,Desktop,INR,1,1.00,0,0.00,0.003406,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Opera,Windows XP,Desktop,INR,1,1.00,0,0.00,0.008304,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Opera,Windows 7,Desktop,INR,8,8.00,0,0.00,0.045689,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Lucknow,1007824,IN,Opera,Windows 8,Desktop,INR,1,1.00,0,0.00,0.006211,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Mathura,1007825,IN,Safari,iOS,Smart Phone,INR,33,33.00,0,0.00,1.220846,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Mathura,1007825,IN,Safari,iOS 7.1,Smart Phone,INR,4,4.00,0,0.00,0.147332,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Mathura,1007825,IN,Safari,iOS 8,Smart Phone,INR,8,8.00,0,0.00,0.294664,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Noida,1007826,IN,Other,Other,Desktop,INR,1,1.00,0,0.00,0.006429,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Noida,1007826,IN,Android Webkit,Android,Smart Phone,INR,6,6.00,0,0.00,0.264819,0.000%
2016/06/11,TOEFL_Audience_Reg- 2016,932635,Active,,Noida,1007826,IN,Android Webkit,Android 2.3,Smart Phone,INR,2,2.00,0,0.00,0.073614,0.000%
